target_a,target_b,corr,co_count,co_rate,expected_independent_rate,pair_lift
target_1_1,target_6_2,0.002516826828005504,74,9.866666666666666e-05,7.6805648e-05,1.284627748556547
target_1_1,target_6_3,0.004453111073955728,71,9.466666666666667e-05,6.035224533333334e-05,1.568569092066257
target_1_1,target_6_4,0.009791887789778022,127,0.00016933333333333332,8.165711466666667e-05,2.073711935874426
target_1_1,target_6_5,-0.0013106330750787048,2,2.666666666666667e-06,5.8078986666666665e-06,0.4591448335645893
target_1_1,target_7_1,-0.005230363702665241,391,0.0005213333333333333,0.00064975,0.8023598820058996
target_1_1,target_7_2,-0.011841342150794167,68,9.066666666666667e-05,0.000287678112,0.31516706653951715
target_1_1,target_7_3,-0.005074946610692861,8,1.0666666666666667e-05,4.413448533333334e-05,0.24168553425070716
target_1_1,target_8_1,-0.000657112926120151,784,0.0010453333333333332,0.0010655484160000002,0.9810284710078655
target_1_1,target_8_2,0.006918630180394331,347,0.0004626666666666667,0.00033817494933333336,1.3681281466257393
target_1_1,target_8_3,-0.01086248997467758,36,4.8e-05,0.00019895171733333333,0.24126456732001203
target_1_1,target_9_1,-0.0022585652992113455,18,2.4e-05,3.778599466666667e-05,0.6351559674879186
target_1_1,target_9_2,-0.0023284740051815176,251,0.00033466666666666665,0.00037892726933333335,0.8831949921563136
target_1_1,target_9_3,-0.0016154222606155418,129,0.000172,0.00019418341866666666,0.8857604896494974
target_1_1,target_9_4,-0.0033238527182547152,4,5.333333333333334e-06,2.0168240000000004e-05,0.26444217905644385
target_1_1,target_9_5,-0.001353302974708345,43,5.7333333333333336e-05,6.843340266666667e-05,0.8377974950712179
target_1_1,target_9_6,-0.021796915710420126,1049,0.0013986666666666668,0.002319056512,0.603118837091395
target_1_1,target_9_7,-0.012176361722972028,355,0.0004733333333333333,0.0008030702080000001,0.5894046729888569
target_1_1,target_9_8,-0.007807441324854958,21,2.8e-05,0.00010846493333333333,0.2581479482769854
target_1_1,target_10_1,-0.06951279223823749,0,0.0,0.003275280592,0.0
target_1_2,target_1_3,0.0029796105396859792,81,0.000108,8.147269511111111e-05,1.325597488246969
target_1_2,target_1_4,0.00570437094158904,98,0.00013066666666666665,8.025327644444444e-05,1.6281785922736878
target_1_2,target_1_5,0.002810759008840143,10,1.3333333333333333e-05,6.2980462222222215e-06,2.1170586659538295
target_1_2,target_2_1,0.004295589912379331,34,4.5333333333333335e-05,2.4278762666666664e-05,1.8672011401789177
target_1_2,target_2_2,0.0021616713251182127,80,0.00010666666666666667,8.681621511111111e-05,1.228649124246549
target_1_2,target_2_3,0.0014921089142669215,6,8e-06,4.754362666666666e-06,1.6826650722480294
target_1_2,target_2_4,0.02673943102314106,121,0.00016133333333333334,2.5927489777777777e-05,6.2224818027548014
target_1_2,target_2_5,0.01843690877609051,40,5.333333333333333e-05,6.489864888888888e-06,8.217942013653289
target_1_2,target_2_6,0.015393678274437873,56,7.466666666666666e-05,1.509430222222222e-05,4.946678923437777
target_1_2,target_2_7,0.047521883417941245,37,4.933333333333333e-05,1.0367342222222223e-06,47.58532348588645
target_1_2,target_2_8,-0.0006167781013121435,0,0.0,3.790702222222222e-07,0.0
target_1_2,target_3_1,0.004925482813856068,317,0.0004226666666666667,0.00033696145777777775,1.2543472166048455
target_1_2,target_3_2,-0.016181228590742353,40,5.333333333333333e-05,0.0003336594364444444,0.15984362349126469
target_1_2,target_3_3,-0.002020778464528614,0,0.0,4.064728888888888e-06,0.0
target_1_2,target_3_4,-0.002075719061632932,1,1.3333333333333334e-06,6.686250666666666e-06,0.19941420084360187
target_1_2,target_3_5,-0.0022087191053324793,0,0.0,4.854839111111111e-06,0.0
target_1_2,target_4_1,0.024935386314875813,119,0.00015866666666666666,2.7845676444444446e-05,5.698071906539107
target_1_2,target_5_1,0.002608015715364464,35,4.6666666666666665e-05,3.200631466666666e-05,1.4580456123324999
target_1_2,target_5_2,0.005161856501658157,18,2.4e-05,8.764286222222221e-06,2.738386149364563
target_1_2,target_6_1,-0.0013869705893928138,17,2.2666666666666668e-05,3.024797688888889e-05,0.7493614118368658
target_1_2,target_6_2,0.004269213591078518,35,4.6666666666666665e-05,2.5306362666666664e-05,1.844068516734553
target_1_2,target_6_3,0.0063340185922690275,36,4.8e-05,1.988520177777778e-05,2.413855314942855
target_1_2,target_6_4,0.0017634044121381312,27,3.6e-05,2.6904851555555554e-05,1.338048638761822
target_1_2,target_6_5,-0.0013860989212642904,0,0.0,1.9136195555555554e-06,0.0
target_1_2,target_7_1,0.00022980071316847827,163,0.00021733333333333332,0.00021408333333333332,1.0151810042818217
target_1_2,target_7_2,-0.0055774403437813475,31,4.133333333333333e-05,9.4785824e-05,0.4360708341084141
target_1_2,target_7_3,0.011615720533847988,44,5.8666666666666665e-05,1.4541681777777778e-05,4.034379761790658
target_1_2,target_8_1,-0.006569552541845912,176,0.00023466666666666666,0.00035108296533333335,0.6684080113196719
target_1_2,target_8_2,-0.0008448889314255447,77,0.00010266666666666666,0.00011142380977777777,0.9214068956305098
target_1_2,target_8_3,-0.004358013357919372,23,3.066666666666667e-05,6.555174577777777e-05,0.46782379786844297
target_1_2,target_9_1,-0.0012656298002515906,6,8e-06,1.2449944888888888e-05,0.642573125535656
target_1_2,target_9_2,0.00016581348691040016,95,0.00012666666666666666,0.00012485111644444443,1.014541721963937
target_1_2,target_9_3,0.005396356519681399,80,0.00010666666666666667,6.398065955555555e-05,1.6671704763225532
target_1_2,target_9_4,-0.0020661282348096,1,1.3333333333333334e-06,6.645146666666666e-06,0.20064769074572722
target_1_2,target_9_5,-0.0019502862617477692,10,1.3333333333333333e-05,2.2547827555555552e-05,0.5913356087401926
target_1_2,target_9_6,-0.010090370963916595,389,0.0005186666666666666,0.0007640959573333333,0.6787978154953132
target_1_2,target_9_7,-0.009611831910491413,86,0.00011466666666666667,0.00026460014933333333,0.43335828402052
target_1_2,target_9_8,-0.0035493128126084014,11,1.4666666666666666e-05,3.5737644444444444e-05,0.41039824797257046
target_1_2,target_10_1,-0.03976113915618226,0,0.0,0.0010791581173333334,0.0
target_1_3,target_1_4,0.06560087020344976,1552,0.002069333333333333,0.0005572745031111111,3.7133106248012626
target_1_3,target_1_5,0.009640549983912084,80,0.00010666666666666667,4.3733299555555555e-05,2.439026274044683
target_1_3,target_2_1,-0.0010892122287475352,116,0.00015466666666666667,0.00016859044266666665,0.9174106445195723
target_1_3,target_2_2,0.04336097400321861,1231,0.0016413333333333334,0.0006028472017777778,2.722635733388315
target_1_3,target_2_3,0.004756827700389496,45,6e-05,3.301404266666666e-05,1.8174084466359612
target_1_3,target_2_4,0.0609745202317715,739,0.0009853333333333333,0.00018003911644444442,5.472884741896534
target_1_3,target_2_5,0.037868567613622124,222,0.000296,4.506527822222222e-05,6.568249696371316
target_1_3,target_2_6,0.028453771243948156,294,0.000392,0.00010481403555555555,3.7399571338155817
target_1_3,target_2_7,0.07475079720074555,154,0.00020533333333333333,7.1990275555555555e-06,28.522370799216585
target_1_3,target_2_8,-0.0016421559708197388,0,0.0,2.6322435555555555e-06,0.0
target_1_3,target_3_1,0.006467183030811637,1975,0.0026333333333333334,0.002339842524444444,1.1254318638210807
target_1_3,target_3_2,-0.045730842596059904,188,0.00025066666666666667,0.002316913463111111,0.10818991328665156
target_1_3,target_3_3,0.0009736953863628768,25,3.3333333333333335e-05,2.822526222222222e-05,1.180975151652956
target_1_3,target_3_4,-0.006308405325140917,3,4e-06,4.642897066666666e-05,0.08615310532550252
target_1_3,target_3_5,-0.005415486449489614,2,2.666666666666667e-06,3.371174577777778e-05,0.07910200451334944
target_1_3,target_4_1,0.03858607604204142,541,0.0007213333333333334,0.00019335890311111112,3.7305410908275
target_1_3,target_5_1,0.005303278036587039,225,0.0003,0.00022225015466666666,1.3498303317266231
target_1_3,target_5_2,0.011666399683241615,113,0.00015066666666666668,6.085873955555555e-05,2.475678395033617
target_1_3,target_6_1,0.0017274341321841145,176,0.00023466666666666666,0.00021004035022222222,1.1172456455075888
target_1_3,target_6_2,0.010443170743070645,234,0.000312,0.00017572604266666666,1.7754909589117096
target_1_3,target_6_3,0.007306613720222116,167,0.00022266666666666667,0.00013808178844444444,1.612570847865676
target_1_3,target_6_4,0.0016731999314501891,157,0.00020933333333333334,0.00018682586488888886,1.1204729787164662
target_1_3,target_6_5,0.0026046861887575553,17,2.2666666666666668e-05,1.3288072888888886e-05,1.7057903622443176
target_1_3,target_7_1,-0.005998329895158576,949,0.0012653333333333334,0.0014865833333333332,0.851168787488088
target_1_3,target_7_2,-0.0108096514162711,291,0.000388,0.0006581877439999999,0.5894974549997091
target_1_3,target_7_3,0.020761265206812853,230,0.0003066666666666667,0.00010097666844444444,3.0370051952683426
target_1_3,target_8_1,-0.020870554908398977,1105,0.0014733333333333334,0.0024379015253333334,0.6043448917125088
target_1_3,target_8_2,-0.0026284941942950413,527,0.0007026666666666667,0.0007737210364444444,0.9081653898098716
target_1_3,target_8_3,-0.009924124193853195,186,0.000248,0.0004551878524444444,0.5448300051686207
target_1_3,target_9_1,-0.0027391985865323296,46,6.133333333333334e-05,8.645175822222222e-05,0.709451543780954
target_1_3,target_9_2,-0.00010363711449268683,648,0.000864,0.000866959543111111,0.9965862961719175
target_1_3,target_9_3,0.004833745448446907,408,0.000544,0.00044427831288888883,1.2244576973894534
target_1_3,target_9_4,-0.004296749141081528,13,1.7333333333333332e-05,4.614354666666667e-05,0.3756393815704384
target_1_3,target_9_5,-0.0046991184106908055,74,9.866666666666666e-05,0.00015657092088888888,0.6301723596343015
target_1_3,target_9_6,-0.021278582578637278,2967,0.003956,0.005305841877333333,0.7455932708624647
target_1_3,target_9_7,-0.019009627026240684,798,0.001064,0.0018373694293333331,0.5790887684389412
target_1_3,target_9_8,-0.010946922980452058,59,7.866666666666666e-05,0.0002481603111111111,0.3169993876718043
target_1_3,target_10_1,-0.1058630193468448,0,0.0,0.007493616837333333,0.0
target_1_4,target_1_5,0.00261125431816479,45,6e-05,4.307873422222222e-05,1.3927985834144803
target_1_4,target_2_1,0.0005726106560879704,130,0.00017333333333333334,0.00016606711466666665,1.0437547113481895
target_1_4,target_2_2,0.21864762669416848,4344,0.005792,0.0005938242631111111,9.753727423758455
target_1_4,target_2_3,-0.0003290853988650575,23,3.066666666666667e-05,3.2519914666666665e-05,0.9430119045822836
target_1_4,target_2_4,0.04027300959041938,529,0.0007053333333333333,0.00017734443377777776,3.9771946505924984
target_1_4,target_2_5,0.028926598184276973,176,0.00023466666666666666,4.439077688888889e-05,5.286383413699711
target_1_4,target_2_6,0.040531468489651855,382,0.0005093333333333333,0.00010324526222222221,4.933236861145827
target_1_4,target_2_7,0.009973543272498489,25,3.3333333333333335e-05,7.091278222222223e-06,4.700610001293608
target_1_4,target_2_8,-0.0016295233004009217,0,0.0,2.592846222222222e-06,0.0
target_1_4,target_3_1,0.03147348977147352,2792,0.0037226666666666667,0.0023048216177777776,1.6151647650094163
target_1_4,target_3_2,-0.02204834145857623,970,0.0012933333333333334,0.0022822357404444446,0.5666957669681698
target_1_4,target_3_3,3.786596191019302e-05,21,2.8e-05,2.7802808888888887e-05,1.0070924888164778
target_1_4,target_3_4,-0.0012582570175133105,28,3.733333333333333e-05,4.5734058666666664e-05,0.8163135838312069
target_1_4,target_3_5,-0.0034923841819448197,10,1.3333333333333333e-05,3.320717511111111e-05,0.4015196501575349
target_1_4,target_4_1,0.035550200813698404,505,0.0006733333333333333,0.00019046486044444445,3.5352102837349038
target_1_4,target_5_1,0.006853661749606494,239,0.00031866666666666664,0.00021892369066666667,1.4556061324211307
target_1_4,target_5_2,0.014140053621834556,126,0.000168,5.994785422222222e-05,2.8024355863887394
target_1_4,target_6_1,0.02853196002453573,458,0.0006106666666666667,0.0002068966328888889,2.951554397671697
target_1_4,target_6_2,0.02667792030657544,389,0.0005186666666666666,0.00017309591466666666,2.996411946899328
target_1_4,target_6_3,0.003711538705298261,134,0.00017866666666666665,0.0001360150897777778,1.3135797429430311
target_1_4,target_6_4,0.028155958763435636,420,0.00056,0.00018402960355555555,3.042988677802292
target_1_4,target_6_5,0.0060368984259996225,26,3.4666666666666665e-05,1.3089187555555555e-05,2.6484964417789856
target_1_4,target_7_1,-0.004997969938801783,961,0.0012813333333333333,0.0014643333333333333,0.8750284543592078
target_1_4,target_7_2,-0.00974011288612751,305,0.00040666666666666667,0.0006483365119999999,0.6272462820459921
target_1_4,target_7_3,0.014696305104777384,183,0.000244,9.946532977777778e-05,2.4531160812027357
target_1_4,target_8_1,-0.0055236397379880885,1611,0.002148,0.002401412949333333,0.894473397670449
target_1_4,target_8_2,0.006379652953082285,700,0.0009333333333333333,0.0007621405937777778,1.22462094389565
target_1_4,target_8_3,-0.0008544765224815889,323,0.00043066666666666665,0.0004483749617777778,0.9605056111052703
target_1_4,target_9_1,0.0014840378260504597,74,9.866666666666666e-05,8.515781688888889e-05,1.158633115212473
target_1_4,target_9_2,-0.0021395315677563607,595,0.0007933333333333333,0.0008539835804444445,0.9289796097958387
target_1_4,target_9_3,0.024596062047447766,706,0.0009413333333333333,0.00043762870755555556,2.1509862517733347
target_1_4,target_9_4,-0.004224718080402025,13,1.7333333333333332e-05,4.545290666666667e-05,0.38134708216680235
target_1_4,target_9_5,-0.0042152297909496235,77,0.00010266666666666666,0.00015422749155555554,0.6656833073737977
target_1_4,target_9_6,-0.014521280410269236,3234,0.004312,0.0052264282453333335,0.8250376351861667
target_1_4,target_9_7,-0.016157956172892757,868,0.0011573333333333333,0.0018098691413333332,0.6394569126034848
target_1_4,target_9_8,-0.012434367529733257,40,5.333333333333333e-05,0.00024444604444444443,0.21818039009199214
target_1_4,target_10_1,-0.10504864321162394,0,0.0,0.007381458325333334,0.0
target_1_5,target_2_1,8.371458304661463e-05,10,1.3333333333333333e-05,1.3032469333333333e-05,1.0230857247621121
target_1_5,target_2_2,0.013277105057622255,102,0.000136,4.660161955555556e-05,2.918353509964804
target_1_5,target_2_3,-0.001600101281693047,0,0.0,2.552069333333333e-06,0.0
target_1_5,target_2_4,0.004869990981671001,24,3.2e-05,1.3917480888888888e-05,2.2992666744415944
target_1_5,target_2_5,0.0009928610260845872,4,5.333333333333334e-06,3.4836604444444444e-06,1.5309567101577448
target_1_5,target_2_6,0.0004338001580775735,7,9.333333333333333e-06,8.10239111111111e-06,1.1519233279832894
target_1_5,target_2_7,-0.0007467911461454115,0,0.0,5.565031111111112e-07,0.0
target_1_5,target_2_8,-0.0004515268462339033,0,0.0,2.034791111111111e-07,0.0
target_1_5,target_3_1,0.006410634773987696,197,0.0002626666666666667,0.00018087576888888888,1.4521937807381018
target_1_5,target_3_2,-0.012000290372849888,20,2.6666666666666667e-05,0.00017910329422222222,0.1488898726428785
target_1_5,target_3_3,0.0003286913502255802,2,2.666666666666667e-06,2.1818844444444442e-06,1.2221851040079525
target_1_5,target_3_4,-0.001192950208367432,1,1.3333333333333334e-06,3.589077333333333e-06,0.3714975213685375
target_1_5,target_3_5,-0.0007896524695859953,1,1.3333333333333334e-06,2.6060035555555558e-06,0.5116391075103845
target_1_5,target_4_1,0.002353310430266347,18,2.4e-05,1.4947134222222224e-05,1.6056589606533864
target_1_5,target_5_1,0.00036056818363183974,14,1.8666666666666665e-05,1.7180501333333332e-05,1.0865030248244212
target_1_5,target_5_2,0.002754857542857731,8,1.0666666666666667e-05,4.704535111111111e-06,2.26731577398036
target_1_5,target_6_1,0.007259737279930186,34,4.5333333333333335e-05,1.6236652444444444e-05,2.7920369354733987
target_1_5,target_6_2,0.006837029121378307,29,3.866666666666667e-05,1.3584069333333333e-05,2.8464715335178896
target_1_5,target_6_3,-0.0008216220259299257,6,8e-06,1.0674072888888889e-05,0.7494796113232045
target_1_5,target_6_4,0.006758052064371193,30,4e-05,1.4442113777777776e-05,2.7696776673750074
target_1_5,target_6_5,-0.0010147261602758632,0,0.0,1.0272017777777777e-06,0.0
target_1_5,target_7_1,-0.0032385177425870923,61,8.133333333333334e-05,0.00011491666666666666,0.7077592458303119
target_1_5,target_7_2,-0.002876407792958213,23,3.066666666666667e-05,5.0879583999999996e-05,0.6027302948598532
target_1_5,target_7_3,-0.0008876427790091076,4,5.333333333333334e-06,7.80575288888889e-06,0.6832567478436417
target_1_5,target_8_1,-0.006089438817629477,82,0.00010933333333333334,0.00018845597866666667,0.5801531694927956
target_1_5,target_8_2,0.007919753246925522,90,0.00012,5.981060088888889e-05,2.0063332957133455
target_1_5,target_8_3,-0.0012245080599507267,21,2.8e-05,3.5187176888888886e-05,0.7957444295237452
target_1_5,target_9_1,-0.001040680846373222,3,4e-06,6.682940444444445e-06,0.5985389265776289
target_1_5,target_9_2,-0.0007080833274124748,46,6.133333333333334e-05,6.701817422222222e-05,0.9151746380013457
target_1_5,target_9_3,0.0023544968370869204,36,4.8e-05,3.434384177777778e-05,1.397630477993247
target_1_5,target_9_4,-0.001184922354791372,1,1.3333333333333334e-06,3.5670133333333336e-06,0.3737954441811263
target_1_5,target_9_5,-0.001954203422267918,4,5.333333333333334e-06,1.2103329777777778e-05,0.44065008813736184
target_1_5,target_9_6,0.002346271453056683,339,0.000452,0.00041015505066666666,1.1020222700301228
target_1_5,target_9_7,-0.0036749863432353957,75,0.0001,0.00014203332266666665,0.70406013266821
target_1_5,target_9_8,-0.003794362317289913,2,2.666666666666667e-06,1.918342222222222e-05,0.13900891278812494
target_1_5,target_10_1,-0.02910807262395418,0,0.0,0.0005792756106666666,0.0
target_2_1,target_2_2,-0.005535011429529815,80,0.00010666666666666667,0.00017964772266666667,0.5937546275751286
target_2_1,target_2_3,0.011364730450954813,34,4.5333333333333335e-05,9.838143999999999e-06,4.607915205686494
target_2_1,target_2_4,-0.0026110137375823525,26,3.4666666666666665e-05,5.3651434666666665e-05,0.6461461260458123
target_2_1,target_2_5,0.005090426468914113,24,3.2e-05,1.3429397333333332e-05,2.3828321707759934
target_2_1,target_2_6,0.0020573917584866502,32,4.266666666666667e-05,3.123445333333333e-05,1.3660129156521177
target_2_1,target_2_7,-0.0014701258185375432,0,0.0,2.1453013333333334e-06,0.0
target_2_1,target_2_8,0.04443827463972354,30,4e-05,7.844053333333333e-07,50.99404389567299
target_2_1,target_3_1,-0.0005845050232615252,512,0.0006826666666666667,0.0006972701866666666,0.9790561531537543
target_2_1,target_3_2,-0.00781657978163725,372,0.000496,0.0006904373546666666,0.718385233138873
target_2_1,target_3_3,0.0017042724122212354,10,1.3333333333333333e-05,8.411093333333332e-06,1.5852081061201717
target_2_1,target_3_4,0.0013046510057623858,14,1.8666666666666665e-05,1.3835776e-05,1.3491593580776868
target_2_1,target_3_5,0.0006191077970814061,9,1.2e-05,1.0046058666666667e-05,1.194498300096197
target_2_1,target_4_1,-0.0026931079949053622,28,3.733333333333333e-05,5.762071466666667e-05,0.647915138666798
target_2_1,target_5_1,0.0015408111398334454,59,7.866666666666666e-05,6.623027199999999e-05,1.1877750806559677
target_2_1,target_5_2,-0.0008185720161173722,11,1.4666666666666666e-05,1.8135829333333333e-05,0.808712212554272
target_2_1,target_6_1,0.00255779368713557,62,8.266666666666667e-05,6.259176533333334e-05,1.3207275146566668
target_2_1,target_6_2,0.0010626090864720634,45,6e-05,5.2366143999999994e-05,1.1457784632758143
target_2_1,target_6_3,-0.0014353877909952246,24,3.2e-05,4.1148202666666665e-05,0.777676737407599
target_2_1,target_6_4,0.002924682886162664,58,7.733333333333333e-05,5.567387733333333e-05,1.3890416302482305
target_2_1,target_6_5,-0.0006523503368818462,2,2.666666666666667e-06,3.959829333333333e-06,0.6734296966333904
target_2_1,target_7_1,0.0036605026642476347,388,0.0005173333333333333,0.000443,1.1677953348382242
target_2_1,target_7_2,-0.0035951720866004397,110,0.00014666666666666666,0.00019613913599999999,0.7477684956594622
target_2_1,target_7_3,0.0010833539384137226,27,3.6e-05,3.0090922666666667e-05,1.1963740826026295
target_2_1,target_8_1,-0.0021416132911023706,504,0.000672,0.000726491648,0.9249934281419295
target_2_1,target_8_2,-0.006623108197314759,99,0.000132,0.00023056791466666667,0.5724994312015752
target_2_1,target_8_3,-0.0060014098299578725,50,6.666666666666667e-05,0.00013564541866666665,0.4914774661906754
target_2_1,target_9_1,0.0007073081129112664,22,2.9333333333333333e-05,2.5762517333333332e-05,1.1386050886952663
target_2_1,target_9_2,0.022918256687867032,464,0.0006186666666666667,0.0002583528746666667,2.3946575685092952
target_2_1,target_9_3,-0.0015608355882073533,86,0.00011466666666666667,0.00013239438933333332,0.8660991394277817
target_2_1,target_9_4,-0.0004742641189139197,9,1.2e-05,1.375072e-05,0.8726815759465686
target_2_1,target_9_5,0.0011805363570436495,41,5.466666666666667e-05,4.665794133333333e-05,1.1716476360608683
target_2_1,target_9_6,-0.01789959489525831,717,0.000956,0.0015811343359999998,0.604629207166873
target_2_1,target_9_7,0.003652139390451576,472,0.0006293333333333333,0.000547533824,1.1493962669479454
target_2_1,target_9_8,0.0014916670316999874,65,8.666666666666667e-05,7.395146666666666e-05,1.1719397947482675
target_2_1,target_10_1,-0.05730186989122648,0,0.0,0.0022330885759999997,0.0
target_2_2,target_2_3,-0.003961258926489233,9,1.2e-05,3.5179322666666664e-05,0.34110946687925625
target_2_2,target_2_4,0.025753146544486776,407,0.0005426666666666667,0.00019184727644444444,2.8286388877864175
target_2_2,target_2_5,0.008580394477024704,80,0.00010666666666666667,4.802095822222222e-05,2.221252357627997
target_2_2,target_2_6,-0.0015069858033140995,72,9.6e-05,0.00011168843555555555,0.8595339304600441
target_2_2,target_2_7,0.00012026999561203823,6,8e-06,7.671187555555556e-06,1.0428633040273294
target_2_2,target_2_8,-0.0016965086063716903,0,0.0,2.8048835555555556e-06,0.0
target_2_2,target_3_1,-0.015238729765484736,1335,0.00178,0.002493304924444444,0.7139118775841738
target_2_2,target_3_2,-0.036210427069621784,586,0.0007813333333333333,0.002468872023111111,0.31647380909956935
target_2_2,target_3_3,-0.0011229744572327652,18,2.4e-05,3.0076462222222223e-05,0.7979661910591139
target_2_2,target_3_4,-0.0065550199142293515,3,4e-06,4.947409066666667e-05,0.08085039959501496
target_2_2,target_3_5,-0.005173319536480431,4,5.333333333333334e-06,3.592278577777778e-05,0.1484665851453144
target_2_2,target_4_1,0.011947998825314431,281,0.00037466666666666665,0.00020604066311111113,1.8184112835271788
target_2_2,target_5_1,-0.0037579493410191196,135,0.00018,0.00023682679466666668,0.7600491331791646
target_2_2,target_5_2,0.0035872523736511504,70,9.333333333333333e-05,6.485025955555556e-05,1.4392129495391925
target_2_2,target_6_1,0.000737910597406163,176,0.00023466666666666666,0.00022381619022222225,1.0484794081861155
target_2_2,target_6_2,0.0020368831182571863,161,0.00021466666666666666,0.00018725132266666667,1.1464093476594721
target_2_2,target_6_3,-0.005622706562082175,60,8e-05,0.00014713810844444445,0.5437068672811296
target_2_2,target_6_4,-0.0008946076054032202,140,0.00018666666666666666,0.00019907914488888887,0.9376505347702295
target_2_2,target_6_5,-0.0009405025830576501,8,1.0666666666666667e-05,1.4159592888888888e-05,0.7533173270141729
target_2_2,target_7_1,-0.025550738859361224,459,0.000612,0.0015840833333333334,0.3863433110631806
target_2_2,target_7_2,-0.019550103699694742,148,0.00019733333333333332,0.0007013560639999999,0.2813597022429585
target_2_2,target_7_3,-0.005571286426284891,38,5.066666666666667e-05,0.00010759938844444445,0.4708824780433283
target_2_2,target_8_1,-0.03066482672624952,852,0.001136,0.0025977952853333333,0.4372938877877113
target_2_2,target_8_2,-0.0043683444884816645,527,0.0007026666666666667,0.0008244667964444445,0.852267998780488
target_2_2,target_8_3,-0.007540516642563344,242,0.0003226666666666667,0.00048504209244444444,0.6652343614974491
target_2_2,target_9_1,-0.0031141933374723377,47,6.266666666666667e-05,9.212183822222223e-05,0.6802585345235741
target_2_2,target_9_2,-0.00832304483743284,509,0.0006786666666666667,0.0009238205031111112,0.734630444313749
target_2_2,target_9_3,0.002189143367589946,390,0.00052,0.0004734170328888889,1.0983973196461736
target_2_2,target_9_4,-0.0065312453817426095,3,4e-06,4.916994666666667e-05,0.08135050515952019
target_2_2,target_9_5,-0.009455107952217883,35,4.6666666666666665e-05,0.00016683988088888888,0.27970930222460105
target_2_2,target_9_6,-0.035546058198575765,2496,0.003328,0.005653834197333334,0.5886270951436234
target_2_2,target_9_7,-0.025559608448746565,664,0.0008853333333333333,0.001957876309333333,0.4521906359011994
target_2_2,target_9_8,-0.014387462179030565,26,3.4666666666666665e-05,0.0002644363111111111,0.13109646901745045
target_2_2,target_10_1,-0.1093669094834939,0,0.0,0.007985097957333334,0.0
target_2_3,target_2_4,0.0037685733873639568,17,2.2666666666666668e-05,1.0506234666666665e-05,2.1574491133899416
target_2_3,target_2_5,0.02472933238665517,32,4.266666666666667e-05,2.629797333333333e-06,16.22431741254586
target_2_3,target_2_6,0.005089345030532685,14,1.8666666666666665e-05,6.116453333333333e-06,3.0518775586723463
target_2_3,target_2_7,0.013763393407376433,7,9.333333333333333e-06,4.2010133333333333e-07,22.216861963462783
target_2_3,target_2_8,-0.00039221914585650257,0,0.0,1.5360533333333332e-07,0.0
target_2_3,target_3_1,0.0029574091527284248,127,0.00016933333333333332,0.00013654218666666666,1.2401539587667363
target_2_3,target_3_2,0.005507253574089575,147,0.000196,0.00013520415466666667,1.4496595942870236
target_2_3,target_3_3,0.001835714083044149,3,4e-06,1.6470933333333332e-06,2.428520545283813
target_2_3,target_3_4,0.0007854001728262363,3,4e-06,2.7093759999999996e-06,1.4763547030755422
