target,feature,pearson_corr,abs_corr,feature_type,source,null_rate
target_10_1,num_feature_804,-0.041932493448257446,0.041932493448257446,num,extra,0.21333733333333332
target_10_1,num_feature_2246,-0.04185378551483154,0.04185378551483154,num,extra,0.004286666666666667
target_10_1,num_feature_1440,-0.04184881970286369,0.04184881970286369,num,extra,0.214536
target_10_1,num_feature_1861,-0.0417226180434227,0.0417226180434227,num,extra,0.21333733333333332
target_10_1,num_feature_31,-0.04108324646949768,0.04108324646949768,num,main,0.29704933333333333
target_10_1,num_feature_525,0.04093236103653908,0.04093236103653908,num,extra,0.240828
target_10_1,num_feature_2036,-0.04087941721081734,0.04087941721081734,num,extra,0.16243733333333332
target_10_1,num_feature_450,-0.040849801152944565,0.040849801152944565,num,extra,0.240828
target_10_1,num_feature_114,-0.040614962577819824,0.040614962577819824,num,main,0.29704933333333333
target_10_1,num_feature_374,-0.039699867367744446,0.039699867367744446,num,extra,0.240828
target_10_1,num_feature_73,-0.039568834006786346,0.039568834006786346,num,main,0.29704933333333333
target_10_1,num_feature_856,-0.03947910666465759,0.03947910666465759,num,extra,0.240828
target_10_1,num_feature_2231,-0.039048485457897186,0.039048485457897186,num,extra,0.16210533333333332
target_10_1,cat_feature_22,0.039014194160699844,0.039014194160699844,cat,main,0.0
target_10_1,num_feature_2353,-0.03901020437479019,0.03901020437479019,num,extra,0.20577333333333334
target_10_1,num_feature_642,-0.03831205144524574,0.03831205144524574,num,extra,0.214536
target_10_1,num_feature_488,-0.03752991929650307,0.03752991929650307,num,extra,0.214536
target_10_1,num_feature_90,-0.0374685563147068,0.0374685563147068,num,main,0.29704933333333333
target_10_1,num_feature_1123,-0.036850932985544205,0.036850932985544205,num,extra,0.240828
target_10_1,num_feature_1116,-0.03669963404536247,0.03669963404536247,num,extra,0.16243733333333332
target_10_1,num_feature_99,-0.03633879870176315,0.03633879870176315,num,main,0.5959173333333333
target_10_1,num_feature_596,-0.03594866767525673,0.03594866767525673,num,extra,0.16210533333333332
target_10_1,num_feature_107,-0.03531743586063385,0.03531743586063385,num,main,0.5850826666666666
target_10_1,num_feature_1374,-0.03500184789299965,0.03500184789299965,num,extra,0.16210533333333332
target_10_1,num_feature_111,-0.03491220995783806,0.03491220995783806,num,main,0.29704933333333333
target_10_1,num_feature_1217,-0.034595515578985214,0.034595515578985214,num,extra,0.21333733333333332
target_10_1,num_feature_1347,-0.03447148948907852,0.03447148948907852,num,extra,0.214536
target_10_1,num_feature_490,-0.034072019159793854,0.034072019159793854,num,extra,0.16210533333333332
target_10_1,num_feature_943,-0.033827584236860275,0.033827584236860275,num,extra,0.20577333333333334
target_10_1,num_feature_1953,-0.033711012452840805,0.033711012452840805,num,extra,0.16243733333333332
target_10_1,num_feature_1254,-0.033310696482658386,0.033310696482658386,num,extra,0.16210533333333332
target_10_1,num_feature_1438,-0.03326785936951637,0.03326785936951637,num,extra,0.16243733333333332
target_10_1,num_feature_284,-0.033246107399463654,0.033246107399463654,num,extra,0.214536
target_10_1,num_feature_656,-0.03324451670050621,0.03324451670050621,num,extra,0.214536
target_10_1,num_feature_97,-0.03314906358718872,0.03314906358718872,num,main,0.5850826666666666
target_10_1,num_feature_65,-0.03304237499833107,0.03304237499833107,num,main,0.29704933333333333
target_10_1,num_feature_1963,0.03294786065816879,0.03294786065816879,num,extra,0.20603466666666667
target_10_1,num_feature_456,-0.032404910773038864,0.032404910773038864,num,extra,0.16210533333333332
target_10_1,num_feature_1738,-0.03197986260056496,0.03197986260056496,num,extra,0.16210533333333332
target_10_1,num_feature_2135,-0.031103666871786118,0.031103666871786118,num,extra,0.16210533333333332
target_10_1,num_feature_1784,0.031019406393170357,0.031019406393170357,num,extra,0.158332
target_10_1,num_feature_2149,-0.030972031876444817,0.030972031876444817,num,extra,0.2624533333333333
target_10_1,num_feature_1303,-0.030478570610284805,0.030478570610284805,num,extra,0.16210533333333332
target_10_1,num_feature_52,-0.03010663203895092,0.03010663203895092,num,main,0.4498106666666667
target_10_1,num_feature_6,-0.03005455806851387,0.03005455806851387,num,main,0.29704933333333333
target_10_1,num_feature_494,-0.02982630766928196,0.02982630766928196,num,extra,0.21333733333333332
target_10_1,num_feature_60,-0.02936217002570629,0.02936217002570629,num,main,0.2624533333333333
target_10_1,num_feature_1484,-0.029033290222287178,0.029033290222287178,num,extra,0.024962666666666668
target_10_1,num_feature_58,-0.028998252004384995,0.028998252004384995,num,main,0.024962666666666668
target_10_1,num_feature_1078,-0.028998252004384995,0.028998252004384995,num,extra,0.024962666666666668
target_10_1,num_feature_29,-0.028693102300167084,0.028693102300167084,num,main,0.7776866666666666
target_10_1,num_feature_46,-0.028609657660126686,0.028609657660126686,num,main,0.2624533333333333
target_10_1,num_feature_516,-0.028599588200449944,0.028599588200449944,num,extra,0.214536
target_10_1,num_feature_2369,-0.02833542600274086,0.02833542600274086,num,extra,0.024962666666666668
target_10_1,num_feature_1906,-0.02833542600274086,0.02833542600274086,num,extra,0.024962666666666668
target_10_1,num_feature_2108,-0.02797580137848854,0.02797580137848854,num,extra,0.16210533333333332
target_10_1,num_feature_1947,-0.027864109724760056,0.027864109724760056,num,extra,0.16210533333333332
target_10_1,num_feature_132,-0.027618365362286568,0.027618365362286568,num,main,0.567732
target_10_1,num_feature_2319,-0.02704785205423832,0.02704785205423832,num,extra,0.20603466666666667
target_10_1,num_feature_1102,-0.02695411816239357,0.02695411816239357,num,extra,0.2624533333333333
target_10_1,num_feature_1665,-0.026682734489440918,0.026682734489440918,num,extra,0.16210533333333332
target_10_1,num_feature_1012,-0.026514602825045586,0.026514602825045586,num,extra,0.16210533333333332
target_10_1,num_feature_1524,-0.026459554210305214,0.026459554210305214,num,extra,0.16210533333333332
target_10_1,num_feature_780,-0.026340071111917496,0.026340071111917496,num,extra,0.2624533333333333
target_10_1,num_feature_2345,-0.025488346815109253,0.025488346815109253,num,extra,0.21333733333333332
target_10_1,num_feature_609,-0.025444045662879944,0.025444045662879944,num,extra,0.21333733333333332
target_10_1,num_feature_194,-0.025083735585212708,0.025083735585212708,num,extra,0.214536
target_10_1,num_feature_1839,-0.02462339587509632,0.02462339587509632,num,extra,0.214536
target_10_1,num_feature_1743,-0.024292364716529846,0.024292364716529846,num,extra,0.21333733333333332
target_10_1,num_feature_290,-0.024021543562412262,0.024021543562412262,num,extra,0.16210533333333332
target_10_1,cat_feature_45,-0.023431064561009407,0.023431064561009407,cat,main,0.0
target_10_1,num_feature_953,-0.022646155208349228,0.022646155208349228,num,extra,0.16210533333333332
target_10_1,num_feature_1571,-0.02264137752354145,0.02264137752354145,num,extra,0.214536
target_10_1,num_feature_1751,-0.02202499657869339,0.02202499657869339,num,extra,0.16210533333333332
target_10_1,num_feature_890,-0.02200460433959961,0.02200460433959961,num,extra,0.20577333333333334
target_10_1,num_feature_96,-0.021619336679577827,0.021619336679577827,num,main,0.29704933333333333
target_10_1,num_feature_1787,-0.021307259798049927,0.021307259798049927,num,extra,0.024962666666666668
target_10_1,num_feature_62,-0.021039554849267006,0.021039554849267006,num,main,0.02472
target_10_1,num_feature_63,-0.020800534635782242,0.020800534635782242,num,main,0.8439533333333333
target_10_1,num_feature_845,-0.020567385479807854,0.020567385479807854,num,extra,0.20577333333333334
target_10_1,num_feature_679,-0.02025679312646389,0.02025679312646389,num,extra,0.16210533333333332
target_10_1,num_feature_27,-0.020040692761540413,0.020040692761540413,num,main,0.04139333333333333
target_10_1,num_feature_1392,-0.020038383081555367,0.020038383081555367,num,extra,0.024962666666666668
target_10_1,num_feature_1890,-0.01992403343319893,0.01992403343319893,num,extra,0.158332
target_10_1,num_feature_1267,-0.019810007885098457,0.019810007885098457,num,extra,0.16210533333333332
target_10_1,num_feature_438,-0.019263558089733124,0.019263558089733124,num,extra,0.158332
target_10_1,num_feature_1424,0.01923394948244095,0.01923394948244095,num,extra,0.20577333333333334
target_10_1,num_feature_1633,0.01907053403556347,0.01907053403556347,num,extra,0.240828
target_10_1,num_feature_748,-0.0190278273075819,0.0190278273075819,num,extra,0.16210533333333332
target_10_1,num_feature_545,-0.018875014036893845,0.018875014036893845,num,extra,0.21333733333333332
target_10_1,num_feature_76,-0.01857026293873787,0.01857026293873787,num,main,0.024722666666666667
target_10_1,num_feature_1985,-0.018378274515271187,0.018378274515271187,num,extra,0.16210533333333332
target_10_1,num_feature_1653,-0.018321506679058075,0.018321506679058075,num,extra,0.214536
target_10_1,num_feature_120,0.018281931057572365,0.018281931057572365,num,main,0.772136
target_10_1,num_feature_2302,-0.01811826415359974,0.01811826415359974,num,extra,0.21333733333333332
target_10_1,num_feature_1143,-0.018033433705568314,0.018033433705568314,num,extra,0.214536
target_10_1,num_feature_1215,-0.017989013344049454,0.017989013344049454,num,extra,0.16210533333333332
target_10_1,num_feature_83,-0.017901893705129623,0.017901893705129623,num,main,0.29704933333333333
target_10_1,num_feature_778,-0.0177466981112957,0.0177466981112957,num,extra,0.158332
target_10_1,num_feature_879,-0.017601262778043747,0.017601262778043747,num,extra,0.024721333333333335
target_10_1,num_feature_2,-0.017367951571941376,0.017367951571941376,num,main,0.567732
target_10_1,num_feature_2024,-0.017319027334451675,0.017319027334451675,num,extra,0.158332
target_10_1,num_feature_85,-0.016875265166163445,0.016875265166163445,num,main,0.412596
target_10_1,num_feature_698,-0.0167777631431818,0.0167777631431818,num,extra,0.16210533333333332
target_10_1,num_feature_125,-0.016468599438667297,0.016468599438667297,num,main,0.8168426666666667
target_10_1,num_feature_1118,-0.016394341364502907,0.016394341364502907,num,extra,0.214536
target_10_1,num_feature_1403,-0.016391616314649582,0.016391616314649582,num,extra,0.214536
target_10_1,num_feature_1046,-0.01638461835682392,0.01638461835682392,num,extra,0.158332
target_10_1,num_feature_1756,-0.016384253278374672,0.016384253278374672,num,extra,0.16210533333333332
target_10_1,num_feature_975,-0.016060708090662956,0.016060708090662956,num,extra,0.158332
target_10_1,num_feature_757,-0.016032973304390907,0.016032973304390907,num,extra,0.214536
target_10_1,num_feature_1789,-0.015982327982783318,0.015982327982783318,num,extra,0.214536
target_10_1,num_feature_38,0.015896741300821304,0.015896741300821304,num,main,0.336056
target_10_1,num_feature_145,0.015856515616178513,0.015856515616178513,num,extra,0.158332
target_10_1,num_feature_489,0.015762660652399063,0.015762660652399063,num,extra,0.158332
target_10_1,num_feature_177,-0.015699263662099838,0.015699263662099838,num,extra,0.158332
target_10_1,num_feature_128,-0.01566447503864765,0.01566447503864765,num,main,0.866848
target_10_1,num_feature_521,-0.015544301830232143,0.015544301830232143,num,extra,0.214536
target_10_1,num_feature_1340,-0.015536625869572163,0.015536625869572163,num,extra,0.16210533333333332
target_10_1,num_feature_604,-0.015453865751624107,0.015453865751624107,num,extra,0.21333733333333332
target_10_1,num_feature_209,-0.015443512238562107,0.015443512238562107,num,extra,0.16243733333333332
target_10_1,num_feature_355,-0.015133924782276154,0.015133924782276154,num,extra,0.16210533333333332
target_10_1,num_feature_375,-0.014972994104027748,0.014972994104027748,num,extra,0.20603466666666667
target_10_1,num_feature_1235,-0.014782705344259739,0.014782705344259739,num,extra,0.16210533333333332
target_10_1,num_feature_360,-0.014740110374987125,0.014740110374987125,num,extra,0.20577333333333334
target_10_1,num_feature_3,0.014732946641743183,0.014732946641743183,num,main,0.871708
target_10_1,num_feature_86,-0.014688532799482346,0.014688532799482346,num,main,0.29704933333333333
target_10_1,num_feature_353,-0.014652532525360584,0.014652532525360584,num,extra,0.214536
target_10_1,num_feature_783,-0.014326659962534904,0.014326659962534904,num,extra,0.158332
target_10_1,num_feature_1921,-0.01428788062185049,0.01428788062185049,num,extra,2e-05
target_10_1,num_feature_327,0.01420113816857338,0.01420113816857338,num,extra,0.240828
target_10_1,num_feature_1150,0.013860244303941727,0.013860244303941727,num,extra,0.158332
target_10_1,num_feature_57,-0.013838183134794235,0.013838183134794235,num,main,0.9176906666666667
target_10_1,num_feature_928,-0.013702300377190113,0.013702300377190113,num,extra,0.16210533333333332
target_10_1,num_feature_82,0.01361917145550251,0.01361917145550251,num,main,0.336056
target_10_1,num_feature_59,-0.013518059626221657,0.013518059626221657,num,main,0.957336
target_10_1,num_feature_66,0.013429764658212662,0.013429764658212662,num,main,0.712212
target_10_1,num_feature_1696,-0.013371579349040985,0.013371579349040985,num,extra,0.20577333333333334
target_10_1,num_feature_611,-0.013356491923332214,0.013356491923332214,num,extra,0.16210533333333332
target_10_1,num_feature_42,-0.013343827798962593,0.013343827798962593,num,main,0.7867306666666667
target_10_1,cat_feature_16,0.013255294412374496,0.013255294412374496,cat,main,0.0
target_10_1,num_feature_1919,-0.013049897737801075,0.013049897737801075,num,extra,0.20577333333333334
target_10_1,num_feature_109,-0.012976698577404022,0.012976698577404022,num,main,0.336056
target_10_1,num_feature_1980,-0.012686243280768394,0.012686243280768394,num,extra,0.158332
target_10_1,num_feature_1928,0.012513472698628902,0.012513472698628902,num,extra,0.20577333333333334
target_10_1,num_feature_53,-0.012497441843152046,0.012497441843152046,num,main,0.42512133333333335
target_10_1,num_feature_463,-0.012455775402486324,0.012455775402486324,num,extra,0.20577333333333334
target_10_1,num_feature_683,-0.012288970872759819,0.012288970872759819,num,extra,0.158332
target_10_1,num_feature_1620,-0.012261703610420227,0.012261703610420227,num,extra,0.214536
target_10_1,num_feature_117,-0.012211726047098637,0.012211726047098637,num,main,0.15167333333333333
target_10_1,num_feature_1730,-0.012082785367965698,0.012082785367965698,num,extra,0.158332
target_10_1,num_feature_1280,-0.012068446725606918,0.012068446725606918,num,extra,0.024962666666666668
target_10_1,num_feature_17,-0.01204837579280138,0.01204837579280138,num,main,0.29704933333333333
target_10_1,num_feature_39,0.011872323229908943,0.011872323229908943,num,main,0.8248693333333333
target_10_1,num_feature_127,-0.011851431801915169,0.011851431801915169,num,main,0.8248693333333333
target_10_1,num_feature_1971,-0.01182679645717144,0.01182679645717144,num,extra,0.214536
target_10_1,num_feature_1,-0.011693193577229977,0.011693193577229977,num,main,0.29704933333333333
target_10_1,num_feature_78,-0.01166378054767847,0.01166378054767847,num,main,0.29704933333333333
target_10_1,num_feature_1140,-0.011641554534435272,0.011641554534435272,num,extra,0.158332
target_10_1,num_feature_48,-0.011589990928769112,0.011589990928769112,num,main,0.263932
target_10_1,num_feature_2111,-0.011588447727262974,0.011588447727262974,num,extra,0.214536
target_10_1,num_feature_102,-0.011321625672280788,0.011321625672280788,num,main,0.29704933333333333
target_10_1,num_feature_108,0.01130641344934702,0.01130641344934702,num,main,0.20577333333333334
target_10_1,num_feature_650,-0.011258102022111416,0.011258102022111416,num,extra,0.20577333333333334
target_10_1,num_feature_1976,-0.0111641651019454,0.0111641651019454,num,extra,0.214536
target_10_1,num_feature_87,-0.011061219498515129,0.011061219498515129,num,main,0.5216786666666666
target_10_1,num_feature_1317,-0.010940512642264366,0.010940512642264366,num,extra,0.240828
target_10_1,num_feature_2022,-0.01057892944663763,0.01057892944663763,num,extra,0.16210533333333332
target_10_1,num_feature_158,-0.010423748753964901,0.010423748753964901,num,extra,0.16210533333333332
target_10_1,num_feature_1285,-0.01032999623566866,0.01032999623566866,num,extra,0.158332
target_10_1,num_feature_1574,-0.010089405812323093,0.010089405812323093,num,extra,0.158332
target_10_1,num_feature_1005,-0.009775461629033089,0.009775461629033089,num,extra,0.214536
target_10_1,num_feature_413,-0.009708819910883904,0.009708819910883904,num,extra,0.214536
target_10_1,num_feature_2217,-0.009676933288574219,0.009676933288574219,num,extra,0.214536
target_10_1,num_feature_1911,-0.009578279219567776,0.009578279219567776,num,extra,0.2624533333333333
target_10_1,num_feature_439,-0.009511584416031837,0.009511584416031837,num,extra,0.16210533333333332
target_10_1,num_feature_2115,-0.00945770088583231,0.00945770088583231,num,extra,0.20577333333333334
target_10_1,num_feature_298,-0.00941926147788763,0.00941926147788763,num,extra,0.20577333333333334
target_10_1,num_feature_25,-0.009224801324307919,0.009224801324307919,num,main,0.7650226666666666
target_10_1,num_feature_1684,-0.008993632160127163,0.008993632160127163,num,extra,0.214536
target_10_1,num_feature_651,-0.008901224471628666,0.008901224471628666,num,extra,0.158332
target_10_1,num_feature_1884,-0.008887344039976597,0.008887344039976597,num,extra,0.214536
target_10_1,num_feature_8,-0.008885553106665611,0.008885553106665611,num,main,0.2624533333333333
target_10_1,num_feature_2081,-0.008878135122358799,0.008878135122358799,num,extra,0.158332
target_10_1,num_feature_901,0.008864517323672771,0.008864517323672771,num,extra,0.214536
target_10_1,num_feature_5,-0.008665209636092186,0.008665209636092186,num,main,0.29704933333333333
target_10_1,num_feature_103,-0.00850679725408554,0.00850679725408554,num,main,0.16210533333333332
target_10_1,num_feature_88,-0.008398846723139286,0.008398846723139286,num,main,0.7720746666666667
target_10_1,num_feature_465,-0.008376405574381351,0.008376405574381351,num,extra,0.16210533333333332
target_10_1,num_feature_1536,-0.008353626355528831,0.008353626355528831,num,extra,0.20577333333333334
target_10_1,num_feature_124,-0.008290049619972706,0.008290049619972706,num,main,0.29704933333333333
target_10_1,cat_feature_6,-0.008220410905778408,0.008220410905778408,cat,main,0.0
target_10_1,num_feature_100,0.008159019984304905,0.008159019984304905,num,main,0.586588
target_10_1,num_feature_2288,-0.00800623930990696,0.00800623930990696,num,extra,0.20577333333333334
target_10_1,num_feature_2359,-0.007877089083194733,0.007877089083194733,num,extra,0.214536
target_10_1,num_feature_183,-0.007742919959127903,0.007742919959127903,num,extra,0.16210533333333332
target_10_1,num_feature_907,0.007652371656149626,0.007652371656149626,num,extra,0.158332
