target,feature,pearson_corr,abs_corr,feature_type,source,null_rate
target_2_7,num_feature_209,0.04963573068380356,0.04963573068380356,num,extra,0.16243733333333332
target_2_7,num_feature_201,0.037664104253053665,0.037664104253053665,num,extra,0.240828
target_2_7,num_feature_176,0.03161607310175896,0.03161607310175896,num,extra,0.240828
target_2_7,num_feature_342,0.02496333420276642,0.02496333420276642,num,extra,0.214536
target_2_7,num_feature_2020,0.019552268087863922,0.019552268087863922,num,extra,0.240828
target_2_7,num_feature_787,0.019470950588583946,0.019470950588583946,num,extra,0.004286666666666667
target_2_7,num_feature_458,0.017894677817821503,0.017894677817821503,num,extra,0.21333733333333332
target_2_7,num_feature_1912,0.017711633816361427,0.017711633816361427,num,extra,0.004286666666666667
target_2_7,num_feature_2220,0.017351333051919937,0.017351333051919937,num,extra,0.16243733333333332
target_2_8,num_feature_602,0.0382733978331089,0.0382733978331089,num,extra,0.2624533333333333
target_2_8,num_feature_2309,0.03476040065288544,0.03476040065288544,num,extra,0.2624533333333333
target_2_8,num_feature_1226,0.03326389193534851,0.03326389193534851,num,extra,0.2624533333333333
target_2_8,num_feature_560,0.024797243997454643,0.024797243997454643,num,extra,0.158332
target_2_8,num_feature_139,0.02264271304011345,0.02264271304011345,num,extra,0.158332
target_2_8,num_feature_1872,0.02264271304011345,0.02264271304011345,num,extra,0.158332
target_2_8,cat_feature_19,-0.016685694456100464,0.016685694456100464,cat,main,0.0
target_2_8,cat_feature_7,-0.016085483133792877,0.016085483133792877,cat,main,0.0
target_2_8,cat_feature_8,-0.016017984598875046,0.016017984598875046,cat,main,0.0
target_2_8,cat_feature_47,-0.01600692607462406,0.01600692607462406,cat,main,0.0
target_3_1,cat_feature_66,-0.05885326862335205,0.05885326862335205,cat,main,0.0
target_3_1,num_feature_35,0.04773252457380295,0.04773252457380295,num,main,0.31249866666666665
target_3_1,cat_feature_16,-0.030683765187859535,0.030683765187859535,cat,main,0.0
target_3_1,num_feature_1984,0.029509438201785088,0.029509438201785088,num,extra,0.009646666666666666
target_3_1,num_feature_41,0.02709922567009926,0.02709922567009926,num,main,0.064324
target_3_1,num_feature_119,0.026276269927620888,0.026276269927620888,num,main,0.4356253333333333
target_3_1,num_feature_69,-0.023749474436044693,0.023749474436044693,num,main,0.7325826666666667
target_3_1,num_feature_8,-0.021949393674731255,0.021949393674731255,num,main,0.2624533333333333
target_3_1,num_feature_1815,-0.018616503104567528,0.018616503104567528,num,extra,0.004286666666666667
target_3_1,num_feature_99,0.01824793592095375,0.01824793592095375,num,main,0.5959173333333333
target_3_2,num_feature_1984,0.30837249755859375,0.30837249755859375,num,extra,0.009646666666666666
target_3_2,num_feature_41,0.23663009703159332,0.23663009703159332,num,main,0.064324
target_3_2,cat_feature_31,0.12886780500411987,0.12886780500411987,cat,main,0.0
target_3_2,cat_feature_14,0.12884052097797394,0.12884052097797394,cat,main,0.0
target_3_2,cat_feature_29,0.12884052097797394,0.12884052097797394,cat,main,0.0
target_3_2,cat_feature_50,0.12884052097797394,0.12884052097797394,cat,main,0.0
target_3_2,cat_feature_59,0.12884052097797394,0.12884052097797394,cat,main,0.0
target_3_2,cat_feature_64,0.1288350224494934,0.1288350224494934,cat,main,0.0
target_3_2,cat_feature_54,0.12883320450782776,0.12883320450782776,cat,main,0.0
target_3_2,cat_feature_17,0.12881949543952942,0.12881949543952942,cat,main,0.0
target_3_3,num_feature_1263,0.025926170870661736,0.025926170870661736,num,extra,0.009646666666666666
target_3_3,num_feature_119,0.01913926564157009,0.01913926564157009,num,main,0.4356253333333333
target_3_3,num_feature_2217,0.018650207668542862,0.018650207668542862,num,extra,0.214536
target_3_3,cat_feature_66,-0.017198992893099785,0.017198992893099785,cat,main,0.0
target_3_3,num_feature_96,0.01642284169793129,0.01642284169793129,num,main,0.29704933333333333
target_3_3,num_feature_1635,0.01552837435156107,0.01552837435156107,num,extra,0.158332
target_3_3,num_feature_2114,0.0144065385684371,0.0144065385684371,num,extra,0.2624533333333333
target_3_3,num_feature_20,0.01341982651501894,0.01341982651501894,num,main,0.29704933333333333
target_3_3,cat_feature_48,-0.011726219207048416,0.011726219207048416,cat,main,0.0
target_3_3,num_feature_41,-0.011249609291553497,0.011249609291553497,num,main,0.064324
target_3_4,num_feature_1263,0.32001641392707825,0.32001641392707825,num,extra,0.009646666666666666
target_3_4,num_feature_62,0.07736083120107651,0.07736083120107651,num,main,0.02472
target_3_4,num_feature_1984,0.07635686546564102,0.07635686546564102,num,extra,0.009646666666666666
target_3_4,num_feature_76,0.07397635281085968,0.07397635281085968,num,main,0.024722666666666667
target_3_4,num_feature_88,0.07195091992616653,0.07195091992616653,num,main,0.7720746666666667
target_3_4,num_feature_23,0.0692748948931694,0.0692748948931694,num,main,0.7720746666666667
target_3_4,num_feature_87,0.0677713081240654,0.0677713081240654,num,main,0.5216786666666666
target_3_4,num_feature_879,0.06687376648187637,0.06687376648187637,num,extra,0.024721333333333335
target_3_4,num_feature_25,0.06126188859343529,0.06126188859343529,num,main,0.7650226666666666
target_3_4,num_feature_27,0.05851885303854942,0.05851885303854942,num,main,0.04139333333333333
target_3_5,num_feature_7,0.06761519610881805,0.06761519610881805,num,main,0.29704933333333333
target_3_5,num_feature_1984,0.06390724331140518,0.06390724331140518,num,extra,0.009646666666666666
target_3_5,num_feature_33,0.04146077111363411,0.04146077111363411,num,main,0.392892
target_3_5,num_feature_1263,0.036328546702861786,0.036328546702861786,num,extra,0.009646666666666666
target_3_5,num_feature_176,0.0346938855946064,0.0346938855946064,num,extra,0.240828
target_3_5,num_feature_1912,0.03252825140953064,0.03252825140953064,num,extra,0.004286666666666667
target_3_5,num_feature_787,0.03163640573620796,0.03163640573620796,num,extra,0.004286666666666667
target_3_5,num_feature_2345,0.029991626739501953,0.029991626739501953,num,extra,0.21333733333333332
target_3_5,num_feature_69,0.029610592871904373,0.029610592871904373,num,main,0.7325826666666667
target_3_5,num_feature_342,0.029590565711259842,0.029590565711259842,num,extra,0.214536
target_4_1,num_feature_41,0.07051344960927963,0.07051344960927963,num,main,0.064324
target_4_1,num_feature_1984,0.032428864389657974,0.032428864389657974,num,extra,0.009646666666666666
target_4_1,cat_feature_66,-0.025846200063824654,0.025846200063824654,cat,main,0.0
target_4_1,num_feature_35,0.02532869391143322,0.02532869391143322,num,main,0.31249866666666665
target_4_1,num_feature_512,0.024049129337072372,0.024049129337072372,num,extra,0.21333733333333332
target_4_1,num_feature_131,0.022989332675933838,0.022989332675933838,num,main,0.567732
target_4_1,cat_feature_56,-0.022694803774356842,0.022694803774356842,cat,main,0.0
target_4_1,num_feature_2353,0.021815568208694458,0.021815568208694458,num,extra,0.20577333333333334
target_4_1,num_feature_61,-0.021710561588406563,0.021710561588406563,num,main,0.676472
target_4_1,num_feature_2034,0.020579975098371506,0.020579975098371506,num,extra,0.214536
target_5_1,num_feature_1984,0.03958583250641823,0.03958583250641823,num,extra,0.009646666666666666
target_5_1,num_feature_7,0.03241351991891861,0.03241351991891861,num,main,0.29704933333333333
target_5_1,num_feature_114,0.031754136085510254,0.031754136085510254,num,main,0.29704933333333333
target_5_1,cat_feature_66,-0.030237378552556038,0.030237378552556038,cat,main,0.0
target_5_1,num_feature_116,0.03020150028169155,0.03020150028169155,num,main,0.29704933333333333
target_5_1,num_feature_1597,0.02717818133533001,0.02717818133533001,num,extra,0.2624533333333333
target_5_1,num_feature_73,0.024986760690808296,0.024986760690808296,num,main,0.29704933333333333
target_5_1,cat_feature_56,-0.023881148546934128,0.023881148546934128,cat,main,0.0
target_5_1,num_feature_119,0.02114218845963478,0.02114218845963478,num,main,0.4356253333333333
target_5_1,num_feature_111,0.020882388576865196,0.020882388576865196,num,main,0.29704933333333333
target_5_2,num_feature_1683,0.039285290986299515,0.039285290986299515,num,extra,0.158332
target_5_2,num_feature_114,0.014611700549721718,0.014611700549721718,num,main,0.29704933333333333
target_5_2,cat_feature_56,-0.01399252936244011,0.01399252936244011,cat,main,0.0
target_5_2,num_feature_83,0.012637854553759098,0.012637854553759098,num,main,0.29704933333333333
target_5_2,num_feature_8,0.012405321933329105,0.012405321933329105,num,main,0.2624533333333333
target_5_2,cat_feature_9,-0.012325210496783257,0.012325210496783257,cat,main,0.0
target_5_2,cat_feature_45,0.012323137372732162,0.012323137372732162,cat,main,0.0
target_5_2,num_feature_15,0.011454051360487938,0.011454051360487938,num,main,0.2624533333333333
target_5_2,num_feature_41,0.010788311250507832,0.010788311250507832,num,main,0.064324
target_5_2,num_feature_109,0.010688667185604572,0.010688667185604572,num,main,0.336056
target_6_1,num_feature_36,0.034615930169820786,0.034615930169820786,num,main,0.16243733333333332
target_6_1,num_feature_367,0.030124709010124207,0.030124709010124207,num,extra,0.240828
target_6_1,cat_feature_9,-0.029605431482195854,0.029605431482195854,cat,main,0.0
target_6_1,num_feature_7,0.02937505766749382,0.02937505766749382,num,main,0.29704933333333333
target_6_1,num_feature_1597,0.028496509417891502,0.028496509417891502,num,extra,0.2624533333333333
target_6_1,cat_feature_39,-0.02678339183330536,0.02678339183330536,cat,main,0.0
target_6_1,cat_feature_56,-0.025362607091665268,0.025362607091665268,cat,main,0.0
target_6_1,num_feature_719,0.025277338922023773,0.025277338922023773,num,extra,0.240828
target_6_1,num_feature_126,0.024725327268242836,0.024725327268242836,num,main,0.16243733333333332
target_6_1,num_feature_2064,0.024073628708720207,0.024073628708720207,num,extra,0.16243733333333332
target_6_2,num_feature_928,0.04150183126330376,0.04150183126330376,num,extra,0.16210533333333332
target_6_2,num_feature_116,0.0409257598221302,0.0409257598221302,num,main,0.29704933333333333
target_6_2,num_feature_818,0.03845326974987984,0.03845326974987984,num,extra,0.2624533333333333
target_6_2,num_feature_130,0.037868063896894455,0.037868063896894455,num,main,0.41347333333333336
target_6_2,num_feature_2350,0.03666400909423828,0.03666400909423828,num,extra,0.21333733333333332
target_6_2,num_feature_36,0.035601481795310974,0.035601481795310974,num,main,0.16243733333333332
target_6_2,num_feature_2064,0.03310638666152954,0.03310638666152954,num,extra,0.16243733333333332
target_6_2,num_feature_1245,0.032359529286623,0.032359529286623,num,extra,0.21333733333333332
target_6_2,num_feature_2238,0.031895995140075684,0.031895995140075684,num,extra,0.16243733333333332
target_6_2,num_feature_524,0.030023546889424324,0.030023546889424324,num,extra,0.16243733333333332
target_6_3,num_feature_116,0.0332476980984211,0.0332476980984211,num,main,0.29704933333333333
target_6_3,num_feature_73,0.023063112050294876,0.023063112050294876,num,main,0.29704933333333333
target_6_3,num_feature_123,0.021940508857369423,0.021940508857369423,num,main,0.42512133333333335
target_6_3,cat_feature_56,-0.021862437948584557,0.021862437948584557,cat,main,0.0
target_6_3,num_feature_52,0.021005647256970406,0.021005647256970406,num,main,0.4498106666666667
target_6_3,num_feature_41,0.020695216953754425,0.020695216953754425,num,main,0.064324
target_6_3,num_feature_131,0.020427394658327103,0.020427394658327103,num,main,0.567732
target_6_3,num_feature_2350,0.02020641230046749,0.02020641230046749,num,extra,0.21333733333333332
target_6_3,cat_feature_40,-0.020188385620713234,0.020188385620713234,cat,main,0.0
target_6_3,num_feature_524,0.020131830126047134,0.020131830126047134,num,extra,0.16243733333333332
target_6_4,num_feature_33,0.07490476220846176,0.07490476220846176,num,main,0.392892
target_6_4,num_feature_7,0.0621853806078434,0.0621853806078434,num,main,0.29704933333333333
target_6_4,num_feature_52,0.05946318060159683,0.05946318060159683,num,main,0.4498106666666667
target_6_4,cat_feature_39,-0.05699138343334198,0.05699138343334198,cat,main,0.0
target_6_4,num_feature_36,0.05237837880849838,0.05237837880849838,num,main,0.16243733333333332
target_6_4,num_feature_581,0.05077705532312393,0.05077705532312393,num,extra,0.240828
target_6_4,num_feature_176,0.049993567168712616,0.049993567168712616,num,extra,0.240828
target_6_4,num_feature_29,0.04962558299303055,0.04962558299303055,num,main,0.7776866666666666
target_6_4,num_feature_342,0.049229927361011505,0.049229927361011505,num,extra,0.214536
target_6_4,num_feature_201,0.0491236075758934,0.0491236075758934,num,extra,0.240828
target_6_5,num_feature_58,0.09160429239273071,0.09160429239273071,num,main,0.024962666666666668
target_6_5,num_feature_1078,0.09160429239273071,0.09160429239273071,num,extra,0.024962666666666668
target_6_5,num_feature_1484,0.07296459376811981,0.07296459376811981,num,extra,0.024962666666666668
target_6_5,num_feature_201,0.06639762967824936,0.06639762967824936,num,extra,0.240828
target_6_5,num_feature_2369,0.061330098658800125,0.061330098658800125,num,extra,0.024962666666666668
target_6_5,num_feature_1906,0.061330098658800125,0.061330098658800125,num,extra,0.024962666666666668
target_6_5,num_feature_176,0.05898669734597206,0.05898669734597206,num,extra,0.240828
target_6_5,num_feature_1787,0.05616537481546402,0.05616537481546402,num,extra,0.024962666666666668
target_6_5,num_feature_1536,0.05122383311390877,0.05122383311390877,num,extra,0.20577333333333334
target_6_5,num_feature_925,0.04899359121918678,0.04899359121918678,num,extra,0.240828
target_7_1,num_feature_116,0.1394856721162796,0.1394856721162796,num,main,0.29704933333333333
target_7_1,num_feature_2350,0.09841322153806686,0.09841322153806686,num,extra,0.21333733333333332
target_7_1,num_feature_73,0.09703389555215836,0.09703389555215836,num,main,0.29704933333333333
target_7_1,num_feature_512,0.09405304491519928,0.09405304491519928,num,extra,0.21333733333333332
target_7_1,num_feature_524,0.0866006389260292,0.0866006389260292,num,extra,0.16243733333333332
target_7_1,num_feature_130,0.08447732031345367,0.08447732031345367,num,main,0.41347333333333336
target_7_1,num_feature_111,0.08085303753614426,0.08085303753614426,num,main,0.29704933333333333
target_7_1,num_feature_2064,0.07822579145431519,0.07822579145431519,num,extra,0.16243733333333332
target_7_1,num_feature_2034,0.07640329003334045,0.07640329003334045,num,extra,0.214536
target_7_1,cat_feature_40,-0.069329172372818,0.069329172372818,cat,main,0.0
target_7_2,num_feature_41,-0.044971585273742676,0.044971585273742676,num,main,0.064324
target_7_2,cat_feature_22,-0.043797872960567474,0.043797872960567474,cat,main,0.0
target_7_2,cat_feature_41,-0.041080910712480545,0.041080910712480545,cat,main,0.0
target_7_2,cat_feature_1,0.03890049457550049,0.03890049457550049,cat,main,0.0
target_7_2,num_feature_116,0.038335517048835754,0.038335517048835754,num,main,0.29704933333333333
target_7_2,num_feature_24,0.037094008177518845,0.037094008177518845,num,main,0.16243733333333332
target_7_2,cat_feature_61,0.03655404970049858,0.03655404970049858,cat,main,0.0
target_7_2,num_feature_111,0.03566215559840202,0.03566215559840202,num,main,0.29704933333333333
target_7_2,cat_feature_58,-0.0348702035844326,0.0348702035844326,cat,main,0.0
target_7_2,cat_feature_17,0.03477054834365845,0.03477054834365845,cat,main,0.0
target_7_3,num_feature_818,0.04997261241078377,0.04997261241078377,num,extra,0.2624533333333333
target_7_3,num_feature_1683,0.03208990767598152,0.03208990767598152,num,extra,0.158332
target_7_3,num_feature_119,0.030378488823771477,0.030378488823771477,num,main,0.4356253333333333
target_7_3,num_feature_131,0.029004821553826332,0.029004821553826332,num,main,0.567732
target_7_3,cat_feature_39,-0.025709182024002075,0.025709182024002075,cat,main,0.0
target_7_3,num_feature_99,0.02330554649233818,0.02330554649233818,num,main,0.5959173333333333
target_7_3,num_feature_1984,0.023083467036485672,0.023083467036485672,num,extra,0.009646666666666666
target_7_3,cat_feature_9,-0.022292742505669594,0.022292742505669594,cat,main,0.0
target_7_3,num_feature_111,0.02219247817993164,0.02219247817993164,num,main,0.29704933333333333
target_7_3,cat_feature_56,-0.020679228007793427,0.020679228007793427,cat,main,0.0
target_8_1,num_feature_7,0.3131912350654602,0.3131912350654602,num,main,0.29704933333333333
target_8_1,num_feature_33,0.2939242720603943,0.2939242720603943,num,main,0.392892
target_8_1,num_feature_787,0.22910082340240479,0.22910082340240479,num,extra,0.004286666666666667
target_8_1,num_feature_36,0.22862735390663147,0.22862735390663147,num,main,0.16243733333333332
target_8_1,num_feature_1912,0.2255070060491562,0.2255070060491562,num,extra,0.004286666666666667
target_8_1,cat_feature_39,-0.22369413077831268,0.22369413077831268,cat,main,0.0
target_8_1,num_feature_176,0.20534981787204742,0.20534981787204742,num,extra,0.240828
target_8_1,num_feature_1984,0.20203030109405518,0.20203030109405518,num,extra,0.009646666666666666
target_8_1,cat_feature_56,-0.19505064189434052,0.19505064189434052,cat,main,0.0
target_8_1,cat_feature_9,-0.1915590614080429,0.1915590614080429,cat,main,0.0
target_8_2,num_feature_83,0.051148317754268646,0.051148317754268646,num,main,0.29704933333333333
target_8_2,cat_feature_39,-0.05013612285256386,0.05013612285256386,cat,main,0.0
target_8_2,cat_feature_9,-0.047808706760406494,0.047808706760406494,cat,main,0.0
target_8_2,cat_feature_56,-0.039476197212934494,0.039476197212934494,cat,main,0.0
target_8_2,num_feature_6,0.03482179716229439,0.03482179716229439,num,main,0.29704933333333333
target_8_2,num_feature_73,-0.03470717743039131,0.03470717743039131,num,main,0.29704933333333333
target_8_2,num_feature_99,0.03465787321329117,0.03465787321329117,num,main,0.5959173333333333
target_8_2,num_feature_2350,-0.031828880310058594,0.031828880310058594,num,extra,0.21333733333333332
target_8_2,num_feature_5,0.03144083917140961,0.03144083917140961,num,main,0.29704933333333333
target_8_2,num_feature_2064,-0.030867649242281914,0.030867649242281914,num,extra,0.16243733333333332
target_8_3,cat_feature_39,-0.09757860749959946,0.09757860749959946,cat,main,0.0
target_8_3,num_feature_41,0.09390486031770706,0.09390486031770706,num,main,0.064324
target_8_3,cat_feature_9,-0.08522402495145798,0.08522402495145798,cat,main,0.0
